JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456617.77083,0.5,,,Vis.,SGQ,,Alpha Tau,Beta Ori,Tirion2000.0,"""Rio de Janeiro, Observatório Nacional""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456617.83988,-3.858,0.025,,H,KJMB,,ALF TAU,HD 31398,PEP,,0,1.33,Z,-2.64,-0.51,,ALF ORI,AAVSO,STD,,,,
2456617.84592,-3.092,0.04,,J,KJMB,,ALF TAU,HD 31398,PEP,,0,1.34,Z,-1.86,0.242,,ALF ORI,AAVSO,STD,,,,
2456618.7355,1.0,,,Vis.,WYUE,,09,,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456619.78472,0.4,,,Vis.,BBA,UB,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456620.53958,1.00,,,Vis.,TDG,Z,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456620.9,0.9,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456622.39792,0.6,,,Vis.,OJMA,,0.5,1.1,Sky map pro 9,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2456622.57153,0.90,,,Vis.,TDG,Z,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456623.4,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2456623.43,0.6,,,Vis.,KTZ,,08,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2456623.647,0.5,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2456623.6535,0.546,0.044,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.88,Z,1.64,1.682,,ALF ORI,AAVSO,STD,,,,
2456623.74722,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456623.95,0.6,,,Vis.,CKB,,03,09,2012,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456624.3979,0.572,0.025,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.71,Z,1.64,1.717,,ALF ORI,AAVSO,STD,,,,
2456624.8115,0.7,,,Vis.,WYUE,,01,09,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456625.451,0.8,,,Vis.,STF,,,,AAVSO,naked eye,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2456625.6875,0.9,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456625.72222,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456626.50347,0.3,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2456626.524,0.6,,,Vis.,MTON,,,,SPA-TM,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2456626.72222,0.3,,,Vis.,MCOA,,01,04,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456626.80208,0.7,,,Vis.,DMPA,,09,04,10 star tutorial,,,,Z,,,,ALF ORI,,STD,,,,
2456628.3,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2456628.5347,0.3,,,Vis.,KBA,K,01,04,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456629.0,0.7,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456629.39,0.8,,,Vis.,KTZ,,08,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2456629.4072,0.8,,,Vis.,DNO,,00,11,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456629.54167,0.55,,,Vis.,SGQ,,beta Ori,alpha Tau,Tirion2000.0,"""São Leopoldo, Unisinos (Rio Grande do Sul, Brasil)""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456629.5979,0.593,0.023,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.56,Z,1.64,1.772,,ALF ORI,AAVSO,STD,,,,
2456629.6000,0.579,0.025,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.58,Z,1.64,1.759,,ALF ORI,AAVSO,STD,,,,
2456630.3,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2456630.35,0.7,,,Vis.,KTZ,,08,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2456630.4,0.8,,,Vis.,REP,,05,11,3-1968,,,,Z,,,,ALF ORI,AJC,STD,,,,
2456630.79167,0.55,,,Vis.,SGQ,,alpha CMi,Beta Ori,Tirion2000.0,"""São Leopoldo, RGS Brasil, Unisinos""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456630.83084,0.6,,,Vis.,ZGEA,,09,01,10stars,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456631.40347,0.4,,,Vis.,MVO,L,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2456631.53472,0.55,,,Vis.,SGQ,,Alpha Tau,Beta Ori,Tirion2000.0,"""Rio de Janeiro, Ipanema.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456631.53472,0.55,,,Vis.,RMAE,,Alpha Tau,Beta Ori,Tirion2000.0,""" 	Copacabana, Rio de Janeiro, naked eye. """,,,Z,,,,alf Ori,AAVSO,STD,,,,
2456631.5389,0.5,,,Vis.,AAX,K,04,09,ATLAS,BSC,,,Z,,,,ALF ORI,REA,STD,,,,
2456632.77778,0.53,,,Vis.,SGQ,,Alpha CMi,Beta Ori,Tirion2000.0,"""Urca, Rio de Janeiro. Naked eye""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456633.45,0.6,,,Vis.,BQ,BK,0.1,1.1,6269ctg,naked eye,,,Z,,,,ALF ORI,MCSE,STD,,,,
2456633.71111,0.6,,,Vis.,BBA,,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456633.8,0.7,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456634.60833,0.70,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456634.6104,1.0,,,Vis.,BJMB,B,09,12,10 Star Chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456635.08333,0.3,,,Vis.,SSAB,,0.1,2.1,10 - star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456635.4,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2456635.55347,0.60,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456635.61458,0.55,,,Vis.,SGQ,,Alpha Tau,Beta Ori,Tirion2000.0,"""CBPF, Rio de Janeiro""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456636.34306,0.4,,,Vis.,MVO,L,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2456636.35,0.8,,,Vis.,KTZ,,08,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2456636.418,0.8,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2456636.56806,0.55,,,Vis.,SGQ,,Alpha Tau,Beta Ori,Tirion2000.0,"""CBPF, Rio de Janeiro.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456636.79653,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456637.4,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2456637.4201,2.49,0.01,,TB,CTIA,,16,17,10524AFW,,1,1.38,Z,-18.70,-18.03,,ALF ORI,AAVSO,STD,,,,
2456637.4201,0.73,0.02,,TG,CTIA,,16,17,10524AFW,,1,1.38,Z,-18.32,-17.69,,ALF ORI,AAVSO,STD,,,,
2456637.47,0.5,,,Vis.,BQ,B,0.3,1.1,6269ctg,naked eye,,,Z,,,,ALF ORI,MCSE,STD,,,,
2456637.6,0.7,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456638.6,0.4,,,Vis.,WPT,K,0.4,,alf CMI,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456639.2736,0.545,0.053,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,3.38,Z,1.64,1.684,,ALF ORI,AAVSO,STD,,,,
2456639.2757,0.514,0.050,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,3.29,Z,1.64,1.694,,ALF ORI,AAVSO,STD,,,,
2456639.43,0.6,,,Vis.,UAN,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2456639.88750,0.6,,,Vis.,ZGEA,,09,01,10stars,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456640.3,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2456640.3945,0.8,,,Vis.,DNO,,00,11,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456640.41458,0.4,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2456640.698,0.7,,,Vis.,MTON,U,,,SPA-TM,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2456642.66319,0.6,,,Vis.,CKB,,03,09,OTHER,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456642.83819,0.6,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456643.39722,0.5,,,Vis.,SGQ,B,Alpha Tau,Beta Ori,Tirion2000.0,"""Warszawa, Copernicus monument""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456644.4,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2456644.43472,0.4,,,Vis.,SGQ,B,Alpha Tau,Beta Ori,Tirion2000.0,"""Warszawa, Ul. Sewerynów""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456645.65417,0.2,,,Vis.,BBA,UB,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456647.7,0.4,,,Vis.,BWW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456648.3417,0.7,,,Vis.,DNO,,00,11,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456649.39931,0.5,,,Vis.,BTAD,BU,01,09,10star,,,,Z,,,,ALF ORI,,STD,,,,
2456649.41944,0.5,,,Vis.,SGQ,,alpha Tau,beta Ori,Tirion2000.0,Roma,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456650.29444,0.5,,,Vis.,SGQ,,alpha Tau,beta Ori,Tirion2000.0,"""Roma, via dei Pamphili.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456650.36042,0.5,,,Vis.,BTAD,B,01,09,10star,,,,Z,,,,ALF ORI,,STD,,,,
2456650.363,0.79,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2456650.47222,0.6,,,Vis.,ACN,,0.15,.85,13110TY,NAKED EYE,,,Z,,,,ALF ORI,REA,STD,,,,
2456650.57639,0.6,,,Vis.,CKB,,03,09,OTHER,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456650.6,0.4,,,Vis.,WPT,K,0.4,,alf CMI,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456650.60556,0.5,,,Vis.,MCPA,,01,09,10 star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2456650.76181,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456651.24722,0.5,,,Vis.,SGQ,,Alpha Tau,Beta Ori,Tirion2000.0,Francavilla al Mare,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456651.27,0.5,,,Vis.,KSZ,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2456651.3556,0.545,0.012,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.51,Z,1.64,1.744,,ALF ORI,AAVSO,STD,,,,
2456651.3576,0.555,0.026,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.50,Z,1.64,1.728,,ALF ORI,AAVSO,STD,,,,
2456651.36458,0.5,,,Vis.,MMAL,,Rigel,Aldebaran,13202BJA,,,,Z,,,,alf Ori,,STD,,,,
2456651.40,0.5,,,Vis.,BQ,BWK,0.3,1.1,6269ctg,baked eye,,,Z,,,,ALF ORI,MCSE,STD,,,,
2456651.42,0.6,,,Vis.,KTZ,,08,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2456651.52431,0.5,,,Vis.,SGQ,,Alpha Tau ,Beta Ori,Tirion2000.0,""" 	Lanciano, Santa Croce """,,,Z,,,,alf Ori,AAVSO,STD,,,,
2456651.6,0.7,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456652.38,0.4,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2456653.32569,0.5,,,Vis.,SGQ,,alpha Tau,beta Ori,Tirion2000.0,"""Lanciano, Santa Croce""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456653.6042,0.9,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456653.6563,0.9,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456653.73750,0.5,,,Vis.,MJHA,,0.1,2.1,Ten Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456654.3,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2456654.38542,0.55,,,Vis.,SGQ,,alpha Tau,beta Ori,Tirion2000.0,"""Lanciano, Santa Croce""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456654.39,0.7,,,Vis.,BQ,UK,0.3,1.1,6269ctg,naked eye,,,Z,,,,ALF ORI,MCSE,STD,,,,
2456654.39306,0.6,,,Vis.,RZM,,11,17,680301,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456654.4251,0.5,,,Vis.,BTAD,B,01,09,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456654.45,0.4,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2456654.465,0.5,,,Vis.,MTON,,,,SPA-TM,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2456654.6347,0.2,,,Vis.,KBA,K,01,04,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456654.6486,0.591,0.006,,V,FXJ,,SAO 112740,SAO 112921,pep,,1,1.491,Z,1.64,3.363,,ALF ORI,AAVSO,STD,,,,
2456654.6486,2.408,0.003,,B,FXJ,,SAO 112740,SAO 112921,PEP,,1,1.491,Z,1.42,3.197,,ALF ORI,AAVSO,STD,,,,
2456654.78125,0.4,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456655.05556,0.6,,,Vis.,SANG,,0.4,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456655.35,0.7,,,Vis.,KTZ,,08,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2456655.38229,0.5,,,Vis.,SGQ,,alpha Tau,beta Ori,Tirion2000.0,"""Lanciano, Santa Croce. Naked eye""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456655.76042,0.6,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456656.288,0.3,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456656.37674,0.5,,,Vis.,SGQ,U,alpha Tau,beta Ori,Tirion2000.0,"""Lanciano, Santa Croce. Naked eye.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456656.38819,0.4,,,Vis.,CQP,,0.1,0.4,1997,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456656.467,0.8,,,Vis.,STF,,,,AAVSO,naked eye,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2456656.47847,0.6,,,Vis.,BBI,,04,09,AAVSO 10-star,without glasses,,,Z,,,,ALF ORI,VVS,STD,,,,
2456656.74444,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456657.3028,0.3,,,Vis.,KBA,K,02,04,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456657.3167,0.8,,,Vis.,DNO,,00,11,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456657.33403,0.5,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2456657.34583,0.45,,,Vis.,BTAD,BU,01,09,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456657.401,0.6,,,Vis.,TLA,,,,SPA,0; NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2456657.75625,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456658.3,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2456658.51,0.3,,,Vis.,MJCA,,0.1,0.9,TEN STAR TUTORIAL,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2456658.68681,0.50,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456659.5,0.7,,,Vis.,SYU,,04,09,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2456659.69861,0.2,,,Vis.,SAHA,,.12,,13154ELG,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456660.35625,0.65,,,Vis.,SGQ,,alpha Tau mv=0.85,beta Ori mv=0.15,Tirion2000.0,"""Lanciano, Santa Croce; naked eye.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456660.59722,0.5,,,Vis.,HMQ,,03,,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456660.79028,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456661.216,0.6,,,Vis.,BTAD,BU,01,09,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456661.29167,0.65,,,Vis.,SGQ,,alpha Tau mv=0.85,beta Ori mv=0.15,Tirion2000.0,"""Lanciano, Santa Croce; naked eye.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456661.55903,0.5,,,Vis.,HMQ,,03,,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456661.6,0.7,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456662.33958,0.6,,,Vis.,SGQ,,alpha Tau mv=0.85,beta Ori mv=0.15,Tirion2000.0,"""Lanciano, Santa Croce; naked eye.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456662.427,0.5,,,Vis.,MTON,,,,SPA-TM,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2456663.38819,0.55,,,Vis.,SGQ,,alpha Tau mv=0.85,beta Ori mv=0.15,Tirion2000.0,"""Lanciano, Santa Croce; naked eye.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456663.4,0.7,,,Vis.,SYU,,04,09,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2456663.73750,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456664.37,0.6,,,Vis.,BQ,BK,0.4,1.1,6269ctg,naked eye,,,Z,,,,ALF ORI,MCSE,STD,,,,
2456664.4,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2456664.49514,0.6,,,Vis.,SGQ,,alpha Tau mv=0.85,beta Ori mv=0.15,Tirion2000.0,"""Lanciano, Santa Croce; naked eye.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456664.59931,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456665.25,0.7,,,Vis.,KTZ,,01,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2456665.28194,0.6,,,Vis.,SGQ,U,alpha Tau mv=0.85,beta Ori mv=0.15,Tirion2000.0,"""Lanciano, Santa Croce; naked eye.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456665.3285,0.7,,,Vis.,DNO,,00,11,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456665.3833,0.6,,,Vis.,BTAD,B,01,09,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456665.414,0.6,,,Vis.,TLA,,,,SPA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2456665.4743,0.6,,,Vis.,AAX,K,04,09,ATLAS,BSC,,,Z,,,,ALF ORI,REA,STD,,,,
2456665.55556,0.7,,,Vis.,TDB,,05,11,3/68,,,,Z,,,,ALF ORI,RASC,STD,,,,
2456665.56250,0.15,,,Vis.,MDP,BU,01,04,10 star,,,,Z,,,,ALF ORI,RASC,STD,,,,
2456665.63056,0.30,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456665.70694,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456665.71111,0.6,,,Vis.,ZGEA,,09,01,10stars,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456666.44167,0.30,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456666.64792,0.6,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456667.343,0.3,,,Vis.,SDAV,,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2456667.34306,0.3,,,Vis.,SDAV,B,0.1,0.8,ORI0708 (SPA),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456667.44722,0.30,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456667.6449,0.470,0.003,,V,KJMB,,SAO 112958,SAO 113186,PEP,PEPHQ; Check: 5.8297; D(B-V)=0.903; ,1,1.239,Z,4.082,5.830,,ALF ORI,,STD,,,,
2456668.3069,0.528,0.010,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.52,Z,1.64,1.730,,ALF ORI,AAVSO,STD,,,,
2456669.2882,0.3,,,Vis.,KBA,K,01,04,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456669.2916,0.45,,,Vis.,BTAD,B,04,09,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456669.60347,0.6,,,Vis.,CKB,,03,09,OTHER,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456670.2465,0.527,0.023,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.98,Z,1.64,1.750,,ALF ORI,AAVSO,STD,,,,
2456670.31736,0.6,,,Vis.,SGQ,B,Alpha Tau mv=0.85,Beta Ori mv=0.15,Tirion2000.0,"""Lublin, ul. Milenijna; naked eye. """,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456670.39,0.7,,,Vis.,BQ,BK,0.4,1.1,6269ctg,naked eye,,,Z,,,,ALF ORI,MCSE,STD,,,,
2456670.63819,0.50,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456671.16111,0.6,,,Vis.,SGQ,BL,Alpha Tau mv=0.85,Beta Ori mv=0.15,Tirion2000.0,"""Lublin, ul. Milenijna; naked eye.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456671.34931,0.4,,,Vis.,MVO,B,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2456671.44861,0.50,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456671.559,0.3,,,Vis.,MJCA,B,1,9,TEN_STAR_TUTORIAL,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2456672.6493,0.490,0.005,,V,FXJ,,SAO 112740,SAO 112921,PEP,,1,1.221,Z,1.64,3.396,,ALF ORI,AAVSO,STD,,,,
2456672.6493,2.330,0.005,,B,FXJ,,SAO 112740,SAO 112921,PEP,,1,1.221,Z,1.42,3.218,,ALF ORI,AAVSO,STD,,,,
2456673.3,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2456673.3410,0.500,0.015,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.36,Z,1.64,1.752,,ALF ORI,AAVSO,STD,,,,
2456673.69306,0.8,,,Vis.,MCPA,B,09,01,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456674.29792,0.35,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2456674.58681,0.2,,,Vis.,MJHA,B,0.1,2.1,Ten Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456675.372,0.82,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2456675.713,0.2,,,Vis.,MJCA,B,1,9,TEN_STAR_TUTORIAL,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2456676.46875,0.4,,,Vis.,KMY,,087,164,S. Otero 2002,,,,Z,,,,alf Ori,,STD,,,,
2456677.04653,0.3,,,Vis.,SSAB,,0.1,2.1,10 - star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456677.333,0.5,,,Vis.,SDAV,,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2456677.33333,0.5,,,Vis.,SDAV,,0.1,0.8,ORI0708 (SPA),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2456677.427,0.6,,,Vis.,STF,B,,,AAVSO,naked eye,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
