JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459173.8885,0.807,0.003,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=BV|DELTA=0.906|K_V=0.19|TV_BV=-0.037|CREFMAG=4.082|PROG=TJC_PEP_20201024|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.24,Z,-3.874,-1.967,,ALF ORI,AAVSO,STD,,,,
2459173.9075,-0.300,0.007,,R,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=RI|DELTA=0.826|K_R_EST=0.13|TR_RI=-0.103|CREFMAG=3.57|PROG=TJC_PEP_20201024|,1,1.23,Z,-4.408,-2.713,,ALF ORI,AAVSO,STD,,,,
2459173.9081,-1.628,0.005,,I,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=RI|DELTA=0.826|K_I_EST=0.10|TI_RI=0.01|CREFMAG=3.068|PROG=TJC_PEP_20201024|,1,1.23,Z,-4.706,-3.158,,ALF ORI,AAVSO,STD,,,,
2459174.378,0.8,,,Vis.,WBOA,,0.84 Aldebaran ,1.64 Bellatrix ,X24963ATG,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459174.40625,1.063,0.11,,TG,PIV,,aldebaran,capella,marsec2020,,0,,Z,0.86,0.08,,BETELGEUSE,AAVSO,STD,,,,
2459174.42,0.7,,,Vis.,KTZ,,04,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2459174.42083,0.8,,,Vis.,MVO,,04,12,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2459174.444,0.8,,,Vis.,ILE,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2459174.4576,1.1,,,Vis.,VFK,K,09,11,SELFM,LEIPZIG BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2459174.4667,0.8,,,Vis.,SRAB,,04,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459174.48,0.7,,,Vis.,ATE,,Procion,Aldebaran,201108,,,,Z,,,,alf ori,AAVSO,STD,,,,
2459174.5566,0.825,0.000,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.33,Z,4.082,1.669,,ALF ORI,AAVSO,STD,,,,
2459174.8,0.9,,,Vis.,MOW,,04,09,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459175.109,0.6,,,Vis.,ONOB,,04,,ALPHA CMI,NAKED EYE,,,Z,,,,ALF ORI,VSOLJ,STD,,,,
2459175.2833,0.9,,,Vis.,PEX,,09,,10 STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459175.33612,0.5,,,Vis.,MISB,,16,01,10STARTUTORIAL,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2459175.34375,0.7,,,Vis.,MFB,,0.86,0.13,10startutorial,,,,Z,,,,ALF ORI,UAI,STD,,,,
2459175.4,0.9,,,Vis.,SYU,,04,09,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459175.4137,0.824,0.007,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.71,Z,4.082,1.672,,ALF ORI,AAVSO,STD,,,,
2459175.45694,0.918,0.09,,TG,PIV,,aldebaran,capella,marsec2020,,0,,Z,0.86,0.08,,alf Ori,AAVSO,STD,,,,
2459175.48,0.7,,,Vis.,ATE,,Procion,Aldebarán,201108,,,,Z,,,,alf ori,AAVSO,STD,,,,
2459175.5,1.2,,,Vis.,SHS,BU,09,"""11, 16""",10 star,,,,Z,,,,0549+07,AAVSO,STD,,,,
2459175.50,0.5,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459175.5014,0.7,,,Vis.,LCR,,04,"""09,12""",Tycho-2,,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2459175.649,0.7,,,Vis.,HXT,,,,375.01,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2459176.07361,0.7,,,Vis.,SANG,,0.1,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459176.2847,0.8,,,Vis.,PEX,,04,09,10 STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459176.45694,1.036,0.04,,TG,PIV,,aldebaran,capella,marsec2020,,0,,Z,0.86,0.08,,alf Ori,AAVSO,STD,,,,
2459176.4667,0.8,,,Vis.,SRAB,,04,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459176.48,0.7,,,Vis.,ATE,,Procion,Aldebaran,201108,,,,Z,,,,alf ori,AAVSO,STD,,,,
2459176.48958,0.85,,,Vis.,MPIB,U,0.9,0.4,Stellarium 0.12.4,Partly cloudy sky.,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459176.493,0.8,,,Vis.,SFY,,,,375.01,Naked eye,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2459176.500,0.65,,,Vis.,BNW,,0.5,1.1,S REV 3/1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459176.55903,0.45,,,Vis.,SSUD,,41,,X25769ATW,,,,Z,,,,alf Ori,,STD,,,,
2459176.63194,0.66,,,Vis.,SGQ,,alf Tau mv=0.85,eps Ori,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459176.669,0.8,,,Vis.,BLQ,,,,375.01,nakedeye,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2459176.76042,0.7,,,Vis.,GMID,,04,09,10-Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459176.87708,0.7,,,Vis.,BBA,,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459176.96042,0.80,,,Vis.,ASA,,090,010,X25059AKB,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459177.2438,0.8,,,Vis.,PEX,,04,09,10 STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459177.354,0.8,,,Vis.,BHA,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459177.39236,0.5,,,Vis.,MED,,0.8,,A,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459177.54551,0.78,,,Vis.,PREB,,Aldebaran (0.86),Procyon (0.37),10star,AC,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459177.58,0.7,,,Vis.,ATE,,Procion,Aldebaran,201108,,,,Z,,,,alf ori,AAVSO,STD,,,,
2459177.62847,0.42,,,Vis.,SGQ,,alf Tau mv=0.85,eps Ori,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2459177.75208,0.7,,,Vis.,SSHA,,04,09,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459178.2479,0.9,,,Vis.,PEX,,09,,10 STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459178.358,0.9,,,Vis.,BHA,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459178.41250,0.847,0.18,,TG,PIV,,aldebaran,capella,marsec2020,,0,,Z,0.86,0.08,,BETELGEUSE,AAVSO,STD,,,,
2459178.500,0.85,,,Vis.,BNW,,0.5,,S REV 3/1968,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459178.5278,0.8,,,Vis.,AAX,B,04,09,ATLAS,MOON,,,Z,,,,ALF ORI,NEOA-JBS,STD,,,,
2459179.0083,0.8,,,Vis.,SRX,W,NA,,NA,04 09,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459179.358,0.8,,,Vis.,BHA,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459179.3694,0.7,,,Vis.,HKD,,,,375.01,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2459179.39792,1.048,0.07,,TG,PIV,,aldebaran,capella,marsec2020,,0,,Z,0.86,0.08,,BETELGEUSE,AAVSO,STD,,,,
2459179.4,0.8,,,Vis.,SYU,,04,09,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459179.407,1.0,,,Vis.,GMQA,B,,,375.01,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2459179.42,0.7,,,Vis.,KTZ,B,04,12,HIP,MOON,,,Z,,,,ALF ORI,,STD,,,,
2459179.42361,0.9,,,Vis.,MPIB,BU,0.9,1.14,Stellarium 0.12.4,"""Moonlight, foggy sky.""",,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459179.48411,0.76,,,Vis.,PREB,,Aldebaran (0.86),Procyon (0.37),10star,AC,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459179.69028,0.7,,,Vis.,CKB,,02,09,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459179.96528,0.85,,,Vis.,ASA,,010,090,X25059AKB,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459180.26042,1.1,,,Vis.,THAA,,1.15,1.6,SPA chart,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459180.4,0.7,,,Vis.,SYU,,04,09,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459180.41319,1.16,0.17,,TG,PIV,,aldebaran,capella,marsec2020,,0,,Z,0.86,0.08,,BETELGEUSE,AAVSO,STD,,,,
2459180.44653,1.0,,,Vis.,DCMA,K,0.5,1.7,X24965K,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459180.48611,0.8,,,Vis.,UAN,,04,09,AAVSO 10-STAR TUTORI,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2459180.54,0.7,,,Vis.,ATE,,Prioción,Aldebarán,20210120,,,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459180.597,0.4,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459180.8195,-0.305,0.004,,R,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=RI|DELTA=0.820|K_R_EST=0.13|TR_RI=-0.103|CREFMAG=3.57|PROG=TJC_PEP_20201024|,1,1.35,Z,-4.426,-2.716,,ALF ORI,AAVSO,STD,,,,
2459180.8201,-1.627,0.004,,I,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=RI|DELTA=0.820|K_I_EST=0.10|TI_RI=0.01|CREFMAG=3.068|PROG=TJC_PEP_20201024|,1,1.35,Z,-4.731,-3.174,,ALF ORI,AAVSO,STD,,,,
2459180.8424,2.660,0.004,,B,CTOA,,SAO 112958,,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=BV|DELTA=0.907|K_B=0.31|KK_B=-0.051|TB_BV=0.064|CREFMAG=5.039|PROG=TJC_PEP_20201024|COMMENT=NOCHECKSTAR; CLOUDS ENCROACHING; 16 BIT OVERFLOWS CORRECTED|,1,1.29,Z,-3.049,0.0,,ALF ORI,AAVSO,STD,,,,
2459180.8429,0.796,0.008,,V,CTOA,,SAO 112958,,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=BV|DELTA=0.907|K_V=0.18|TV_BV=-0.037|CREFMAG=4.082|PROG=TJC_PEP_20201024|COMMENT=NOCHECKSTAR; CLOUDS ENCROACHING; 16 BIT OVERFLOWS CORRECTED|,1,1.29,Z,-3.893,0.0,,ALF ORI,AAVSO,STD,,,,
2459181.4,0.7,,,Vis.,JTP,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2459181.4,0.7,,,Vis.,SYU,,04,09,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459181.4006,0.829,0.003,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.69,Z,4.082,1.668,,ALF ORI,AAVSO,STD,,,,
2459181.41806,0.924,0.09,,TG,PIV,,aldebaran,capella,marsec2020,,0,,Z,0.86,0.08,,BETELGEUSE,AAVSO,STD,,,,
2459181.47917,0.9,,,Vis.,MPIB,BU,0.9,1.14,Stellarium 0.12.4,"""Bright Moonlight, partly cloudy. """,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459181.525,0.7,,,Vis.,SRAB,,04,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459181.56450,0.80,,,Vis.,PREB,BU,Aldebaran (0.86),Procyon (0.37),10star,"""AC with Rigel, Aldebaran, Pollux""",,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459181.77917,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459182.388,0.4,,,Vis.,MQA,BU,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459182.52,0.6,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459182.52880,0.80,,,Vis.,PREB,B,Aldebaran (0.86),-,10star,AC,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459182.97431,0.6,,,Vis.,SSUD,,Aldeberan (8.5),,Stellarium,Telescopic and visual obsevation,,,Z,,,,alf Ori,,STD,,,,
2459183.2479,0.8,,,Vis.,BJFA,,04,09,10 star tutorial,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2459183.43750,0.85,,,Vis.,MPIB,B,0.9,1.14,Stellarium 0.12.4,Bright Moonlight.,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459183.5,0.8,,,Vis.,SHS,BU,09,01,10 star,,,,Z,,,,0549+07,AAVSO,STD,,,,
2459183.67014,0.72,,,Vis.,SGQ,,alf CMi mv=0.41,,Tirion2000.0/Simbad,"""Roma, Via della Giuliana. Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459183.91111,0.6,,,Vis.,CKB,,02,09,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459184.493,0.8,,,Vis.,PYG,U,ALPHATAU+1,,AAVSO 2008,,,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2459184.67361,0.75,,,Vis.,SGQ,,alf CMi mv=0.41,,Tirion2000.0/Simbad,"""Roma, Via della Giuliana. Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459184.80556,0.7,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459185.43403,0.9,,,Vis.,UAN,,04,09,AAVSO 10-STAR TUTORI,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2459186.396,0.9,,,Vis.,KMR,,,,BAA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2459186.44,0.7,,,Vis.,ATE,,Proción,Aldebarán,20210120,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2459186.96944,0.75,,,Vis.,ASA,,010,090,X25059AKB,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459187.0222,0.8,,,Vis.,SRX,,NA,,NA,09,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459187.3271,0.71,0.02,,V,CTIA,,000-BBJ-738,000-BBK-574,X25767A,Mag = average of 3 median stacked images      Mag Error = std error of the mean,1,3.6,Z,-14.50,-14.54,,alf Ori,AAVSO,STD,,,,
2459187.3271,2.79,0.04,,B,CTIA,,000-BBJ-738,000-BBK-574,X25767A ,Mag = average of 3 median stacked images      Mag Error = std error of the mean,1,3.6,Z,-14.78,-15.16,,ALF ORI,AAVSO,STD,,,,
2459187.3271,-0.44,0.02,,R,CTIA,,000-BBJ-738,000-BBK-574,X25767A,Mag = average of 3 median stacked images      Mag Error = std error of the mean,1,3.6,Z,-14.57,-14.31,,ALF ORI,AAVSO,STD,,,,
2459187.44236,0.86,0.05,,TG,PIV,,bellatrix,capella,marsec2020,,0,,Z,0.86,0.08,,BETELGEUSE,AAVSO,STD,,,,
2459187.7650,-3.170,0.006,,J,PGD,,HR1790,,,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2459187.7650,-3.970,0.006,,H,PGD,,HR1790,,,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2459187.994,0.98,0.44,,TG,BJIA,,Aldebaran,Belatrix,10 Start Tutorial,,0,,Z,0.86,1.64,,ALF ORI,AAVSO,STD,,,,
2459188.395,1.1,,,Vis.,ILE,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2459188.4,0.9,,,Vis.,JTP,Z,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2459188.6222,0.8,,,Vis.,LCR,,04,"""09,12""",tycho2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459188.77500,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459188.8107,2.643,0.003,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=BV|DELTA=0.894|K_B=0.35|KK_B=-0.051|TB_BV=0.064|CREFMAG=5.039|PROG=TJC_PEP_20201024|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.31,Z,-3.017,-0.729,,ALF ORI,AAVSO,STD,,,,
2459188.8113,0.792,0.006,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44N/121W|INDEX=BV|DELTA=0.894|K_V=0.22|TV_BV=-0.037|CREFMAG=4.082|PROG=TJC_PEP_20201024|COMMENT=16 BIT OVERFLOWS CORRECTED|,1,1.31,Z,-3.873,-1.966,,ALF ORI,AAVSO,STD,,,,
2459189.2438,0.8,,,Vis.,PEX,B,04,09,10 STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459189.24514,0.9,,,Vis.,KSQ,B,09,,10STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459189.33669,0.75,,,Vis.,SGQ,U,alf Tau mv=0.85,,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459189.4,1.1,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459189.46528,0.9,,,Vis.,MPIB,BU,0.9,1.14,Stellarium 0.18.2,Moonlight (illumination 71%) and partly cloudy.,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459189.6000,0.9,,,Vis.,CFL,,09,,10 STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459189.60834,0.7,,,Vis.,DMA,U,04,09,10 Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459189.72847,0.7,,,Vis.,CQP,,04,09,10Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459189.9896,0.7,,,Vis.,SSU,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2459190.046,0.7,,,Vis.,ONOB,,04,,ALPHA CMI,NAKED EYE,,,Z,,,,ALF ORI,VSOLJ,STD,,,,
2459190.24097,1.0,,,Vis.,KSQ,,09,16,10STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459190.2604,0.8,,,Vis.,PEX,B,04,09,10 STAR TUTORIAL,W,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459190.35,0.8,,,Vis.,JLZ,K,09,04,10STAR,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2459190.4,1.0,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2459190.406,1.1,,,Vis.,GMQA,,,,375.01,S; NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2459190.4302,0.7,,,Vis.,HKD,U,,,375.01,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2459190.6,0.9,,,Vis.,MOW,,04,09,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459190.65139,0.65,,,Vis.,MDP,,04,09,from article,,,,Z,,,,ALF ORI,RASC,STD,,,,
2459191.1181,0.8,,,Vis.,BJFA,,04,09,10 star tutorial,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2459191.2431,0.8,,,Vis.,PEX,,04,09,10 STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459191.3872,0.817,0.007,,V,VOL,,PHI2 ORI = HD37160,GAM ORI = HD35468,GCPD,,1,1.59,Z,4.082,1.669,,ALF ORI,AAVSO,STD,,,,
2459191.41111,1.07,0.13,,TG,PIV,U,aldebaran,capella,marsec2020,,0,,Z,0.86,0.08,,alf Ori,AAVSO,STD,,,,
2459191.44,0.7,,,Vis.,ATE,,Proción,Aldebarán,20210120,,,,Z,,,,Alf Ori,AAVSO,STD,,,,
2459191.45919,0.70,,,Vis.,PREB,,Aldebaran (0.86),-,10star,"""AC, poor accuracy""",,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459191.61597,0.6,,,Vis.,CKB,,02,09,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459191.6190,0.757,0.003,,V,DFR,,SAO 112958,SAO 113186,PEP,PEPHQ; Check: 5.9903; D(B-V)=0.903; ,1,1.633,Z,4.082,5.990,,ALF ORI,,STD,,,,
2459192.26111,0.7,,,Vis.,KSQ,,01,09,10STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459192.39308,0.65,,,Vis.,PREB,,Aldebaran (0.86),Rigel (0.13),10star,AC with Procyon and Aldebaran,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459192.43333,0.7,,,Vis.,MVO,,04,12,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2459192.438,0.7,,,Vis.,KMR,,,,BAA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2459192.50,0.7,,,Vis.,ATE,,Proción,Aldebarán,201120,,,,Z,,,,Betelgeuse,AAVSO,STD,,,,
2459192.60340,0.4,,,Vis.,DMA,,04,09,10 Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459192.6590,0.9,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459192.65972,0.75,,,Vis.,SGQ,,alf CMi mv=0.37,bet Gem mv=1.15,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459193.043,0.7,,,Vis.,ONOB,,04,,ALPHA CMI,NAKED EYE,,,Z,,,,ALF ORI,VSOLJ,STD,,,,
2459193.30833,0.4,,,Vis.,KSQ,,01,09,10STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459193.5451,1.0,,,Vis.,CFL,,09,16,10 STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459193.75069,0.6,,,Vis.,BBA,,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459193.9854,0.8,,,Vis.,SRX,,NA,,NA,09,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459194.04097,0.8,,,Vis.,SANG,,0.1,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459194.27431,0.4,,,Vis.,KSQ,,01,09,10STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459194.44931,0.8,,,Vis.,SFRG,,ALDEBARAN,,NA,FIRST OBSERVATION,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459194.57292,0.7,,,Vis.,TJGA,,01,09,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459194.64000,1.0,,,Vis.,GIGA,,01,16,X25622AEC,,,,Z,,,,ALF ORI,ASO,STD,,,,
2459194.71042,1.05,,,Vis.,SSHA,,09,12,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459195.2410,0.8,,,Vis.,PEX,,04,09,10 STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459195.29167,1.2,,,Vis.,RMOB,,59,,X25716BUM,,,,Z,,,,alf Ori,,STD,,,,
2459195.30833,0.6,,,Vis.,KSQ,,01,09,10STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459195.3372,0.8,,,Vis.,LCR,,04,"""09,12""",tycho2,,,,Z,,,,Alf Ori,AASABADELL,STD,,,,
2459195.56111,0.65,,,Vis.,SGQ,U,alf Tau mv=0.85,,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459195.59444,0.95,,,Vis.,TJGA,,09,11,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459196.044,0.7,,,Vis.,ONOB,,04,,ALPHA CMI,NAKED EYE,,,Z,,,,ALF ORI,VSOLJ,STD,,,,
2459196.37917,0.971,0.14,,TG,PIV,,aldebaran,capella,marsec2020,,0,,Z,0.86,0.08,,BETELGEUSE,AAVSO,STD,,,,
2459196.40590,0.75,,,Vis.,PREB,,Aldebaran (0.86),Procyon (0.37),10star,AC,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2459196.416,1.1,,,Vis.,GMQA,,,,375.01,S; NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2459196.417,0.8,,,Vis.,LLY,,,,375.01,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2459196.46,0.7,,,Vis.,ATE,,Proción,Aldebaran,201220,,,,Z,,,,Betelgeuse,AAVSO,STD,,,,
2459196.490,0.8,,,Vis.,PYG,U,ALPHATAU+1,,AAVSO 2008,,,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2459196.49306,0.5,,,Vis.,REE,,0.4,1.7,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459196.56458,0.65,,,Vis.,SGQ,U,alf Tau mv=0.85,,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459196.75764,0.7,,,Vis.,BBA,B,0.4,0.9,TEN STAR,POOR SEEING,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2459197.3,0.6,,,Vis.,SPAO,,01,09,2008,,,,Z,,,,ALF Ori,UAI,STD,,,,
2459197.33542,0.6,,,Vis.,MFB,,0.86,0.13,10startutorial,,,,Z,,,,ALF ORI,UAI,STD,,,,
2459197.3660,0.3,,,Vis.,HGUA,,"""01,09""",,10STAR TUTORIAL,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2459197.3819,0.72,0.02,,V,CTIA,,000-BBJ-738,000-BBK-574,X25767A,Mag = average of 3 images      Mag Error = std error of the mean ,1,1.5,Z,-13.98,-14.01,,alf Ori,AAVSO,STD,,,,
