JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2452340.838,5.1,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452340.9576,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452341.51,5.14,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452341.9326,5.4,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452342.7299,5.3,,,Vis.,AAX,K,508,545,-,YALE CAT,,,V,,,,ETA CAR,,STD,,,,
2452342.84,5.4,,,Vis.,MBB,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452342.9236,6.0,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452343.9326,5.4,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452344.8917,6.0,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452344.9924,5.2,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452345.9118,5.9,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452346.8743,6.0,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452347.0021,5.5,,,Vis.,WPX,,NA,,NA,FAINTER?,,,Z,,,,ETA CAR,VSS,STD,,,,
2452347.8819,6.1,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452347.9097,5.4,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452347.9417,5.2,,,Vis.,DAO,K,48,54,RASNZ 46,,,,V,,,,ETA CAR,,STD,,,,
2452348.0049,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452348.0382,5.5,,,Vis.,SVA,K,54,,RASNZ 46,,,,V,,,,ETA CAR,,STD,,,,
2452348.501,5.15,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452348.629,5.9,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452348.849,5.2,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452348.86,5.4,,,Vis.,MBB,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452348.8951,6.1,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452348.9139,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452348.934,5.4,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452349.0590,5.5,,,Vis.,SVA,K,54,,RASNZ 46,,,,V,,,,ETA CAR,,STD,,,,
2452349.9139,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452349.9521,5.4,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452350.0799,5.5,,,Vis.,SVA,K,54,,RASNZ 46,,,,V,,,,ETA CAR,,STD,,,,
2452350.9222,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452350.9236,5.3,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452351.0486,5.5,,,Vis.,SVA,K,54,,461,,,,V,,,,ETA CAR,,STD,,,,
2452351.9174,5.3,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452351.9653,5.5,,,Vis.,SVA,K,54,,461,,,,V,,,,ETA CAR,,STD,,,,
2452352.868,5.2,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452353.89,5.4,,,Vis.,MBB,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452353.9868,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452354.503,5.14,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452354.9153,5.3,,,Vis.,TBX,KW,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452355.504,5.14,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452355.600,5.8,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452355.9229,5.3,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452355.9264,5.3,,,Vis.,TBX,KW,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452356.225,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452356.8521,5.7,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452356.88,5.4,,,Vis.,MBB,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452356.8882,5.3,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452356.904,5.2,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452356.9188,5.3,,,Vis.,TBX,KW,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452357.517,5.15,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452357.8569,5.7,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452357.9139,5.3,,,Vis.,TBX,KW,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452357.9563,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452358.505,5.16,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452358.576,5.8,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452358.9743,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452359.681,5.14,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452360.1972,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452361.812,5.2,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452361.8924,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452363.9153,5.2,,,Vis.,DAO,KM,48,54,RASNZ 46,,,,V,,,,ETA CAR,,STD,,,,
2452364.9,5.8,,,Vis.,CR,K,,,,,,,V,,,,ETA CAR,,STD,,,,
2452365.493,5.8,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452365.576,5.17,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452365.814,5.2,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452365.8951,5.3,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452365.9056,5.4,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452365.9333,5.4,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452366.54,5.16,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452366.87,5.4,,,Vis.,MBB,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452366.9104,5.3,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452366.9549,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452367.479,5.16,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452367.909,5.3,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452367.9715,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452368.501,5.16,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452368.602,5.8,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452368.8583,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452369.9493,5.4,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452369.9750,5.3,,,Vis.,DAO,,48,54,SB11/196,,,,V,,,,ETA CAR,,STD,,,,
2452369.9896,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452370.506,5.15,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452370.568,5.7,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452370.8569,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452370.9035,5.4,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452371.9,5.6,,,Vis.,TNX,KW,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452371.9174,5.4,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452372.0563,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452372.8688,5.4,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452373.9271,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452374.1674,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452374.804,5.1,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452375.5007,5.2,,,Vis.,AAX,K,508,545,-,BSC MAG,,,V,,,,ETA CAR,,STD,,,,
2452375.9548,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452377.025,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452377.831,5.1,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452377.88,5.4,,,Vis.,MBB,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452378.9757,5.4,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452378.9854,5.4,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452379.9424,5.2,,,Vis.,DAO,,45,54,SB11/196,,,,V,,,,ETA CAR,,STD,,,,
2452380.884,5.4,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452381.4764,5.0,,,Vis.,AAX,K,470,508,-,YALE CAT,,,V,,,,ETA CAR,,STD,,,,
2452381.819,5.2,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452381.86,5.4,,,Vis.,MBB,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452382.475,5.16,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452382.613,5.7,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452382.87,5.4,,,Vis.,MBB,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452382.9611,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452383.501,5.16,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452385.543,5.15,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452385.586,5.7,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452385.9486,5.4,,,Vis.,TBX,KW,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452386.835,5.2,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452386.8833,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452386.9910,5.2,,,Vis.,DAO,KM,54,58,RASNZ 45,,,,V,,,,ETA CAR,,STD,,,,
2452388.0188,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452388.966,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452389.9597,5.4,,,Vis.,TBX,KW,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452390.479,5.19,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452391.455,5.18,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452392.016,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452392.458,5.8,,,Vis.,IPA,M,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452393.8278,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452394.483,5.2,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452394.875,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452395.4764,5.0,,,Vis.,AAX,K,470,508,-,YALE CAT,,,V,,,,ETA CAR,,STD,,,,
2452395.485,5.2,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452395.9167,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452395.9410,5.2,,,Vis.,DAO,U,48,52,SA1957,,,,V,,,,ETA CAR,,STD,,,,
2452396.472,5.22,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452397.5111,5.0,,,Vis.,AAX,K,470,508,-,YALE CAT,,,V,,,,ETA CAR,,STD,,,,
2452397.9688,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452397.9819,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452398.458,5.22,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452398.8979,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452399.3694,5.0,,,Vis.,MHR,A,47,51,1986,,,,V,,,,ETA CAR,,STD,,,,
2452399.562,5.7,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452399.8736,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452400.3889,5.0,,,Vis.,MHR,A,47,51,1986,,,,V,,,,ETA CAR,,STD,,,,
2452400.527,5.21,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452400.8681,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452400.8764,5.3,,,Vis.,DAO,AU,48,54,AAVSO AT,,,,V,,,,ETA CAR,,STD,,,,
2452400.9569,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452401.0069,5.3,,,Vis.,PAW,         ,,,,,,,V,,,,ETA CAR,,STD,,,,
2452401.444,5.21,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452401.834,5.3,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452401.8972,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452401.9549,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452402.494,5.21,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452402.8639,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452402.8944,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452404.9083,5.6,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452404.9618,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452404.9667,5.2,,,Vis.,DAO,,48,54,AAVSO AT,,,,V,,,,ETA CAR,,STD,,,,
2452405.451,5.22,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452405.9444,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452406.6069,5.2,,,Vis.,AAX,K,470,508,-,YALE CAT,,,V,,,,ETA CAR,,STD,,,,
2452406.8465,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452407.4458,5.1,,,Vis.,AAX,K,470,508,-,YALE CAT,,,V,,,,ETA CAR,,STD,,,,
2452407.9194,5.4,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452408.0028,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452410.8,5.3,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452410.8931,5.1,,,Vis.,TBX,KW,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452410.8979,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452411.6181,5.2,,,Vis.,AAX,K,470,508,-,YALE CAT,,,V,,,,ETA CAR,,STD,,,,
2452411.9521,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452411.9542,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452413.8819,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452414.9063,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452415.454,5.16,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452416.0021,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452416.5215,5.2,,,Vis.,AAX,KM,470,508,-,,,,V,,,,ETA CAR,,STD,,,,
2452416.8722,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452416.9396,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452417.464,5.19,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452417.635,5.5,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452418.432,5.18,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452418.7785,5.4,,,Vis.,TBX,KW,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452418.8986,5.4,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452420.8889,5.5,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452422.811,5.1,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452422.8347,5.4,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452424.8889,5.2,,,Vis.,DAO,,48,54,AAVSO AT,,,,V,,,,ETA CAR,,STD,,,,
2452424.8903,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452425.449,5.21,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452425.579,5.6,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452425.9361,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452426.8771,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452426.9979,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452427.5535,5.2,,,Vis.,AAX,K,470,508,-,YALE CAT,,,V,,,,ETA CAR,,STD,,,,
2452427.8632,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452427.8882,5.4,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452427.941,5.4,,,Vis.,TBX,KS,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452428.9326,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452428.9965,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452429.5229,5.2,,,Vis.,AAX,K,470,508,-,YALE CAT,,,V,,,,ETA CAR,,STD,,,,
2452429.8715,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452429.9167,5.3,,,Vis.,PAW,G,51,57,G,,,,V,,,,ETA CAR,,STD,,,,
2452430.5146,5.3,,,Vis.,AAX,K,470,508,-,YALE CAT,,,V,,,,ETA CAR,,STD,,,,
2452430.875,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452431.455,5.19,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452431.8972,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452433.45,5.19,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452433.583,5.6,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452433.9278,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452433.9916,5.4,,,Vis.,SVA,,55,,SB 1961,,,,V,,,,ETA CAR,,STD,,,,
2452435.0285,5.4,,,Vis.,SVA,K,54,,RASNZ 46,,,,V,,,,ETA CAR,,STD,,,,
2452435.916,5.9,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452436.8306,5.9,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452436.9652,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452437.793,5.1,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452437.9485,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452438.428,5.2,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452438.620,5.4,,,Vis.,IPA,,48,55,A,,,,V,,,,ETA CAR,,STD,,,,
2452438.8597,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452439.431,5.2,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452440.773,5.2,,,Vis.,HGC,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452441.84,5.4,,,Vis.,MBB,K,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452441.8583,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452443.9236,5.5,,,Vis.,DAO,M,54,61,SA1957,,,,V,,,,ETA CAR,,STD,,,,
2452444.46,5.21,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452445.463,5.2,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452445.580,5.5,,,Vis.,IPA,,55,62,A,,,,V,,,,ETA CAR,,STD,,,,
2452445.9382,5.4,,,Vis.,TBX,KW,na,,na,RASNZ ARCHIVAL,0,,V,,,,ETA CAR,,STD,,,,RASNZ
2452446.4868,5.3,,,Vis.,AAX,KM,470,508,-,YALE CAT,,,V,,,,ETA CAR,,STD,,,,
2452446.8729,5.8,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452447.8403,5.6,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452447.8535,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452448.8964,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452449.464,5.21,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452449.7993,5.5,,,Vis.,JA,,,,,,,,V,,,,ETA CAR,,STD,,,,
2452450.413,5.21,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452451.446,5.21,,,Vis.,OSE,,508,538,OTERO2001,,,,Z,,,,ETA CAR,AAVSO,STD,,,,
2452451.8688,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
2452452.4715,5.3,,,Vis.,AAX,KM,470,508,-,YALE CAT,,,V,,,,ETA CAR,,STD,,,,
2452452.941,5.6,,,Vis.,WPX,,NA,,NA,,,,Z,,,,ETA CAR,VSS,STD,,,,
